order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_value,delivery_method,traffic_condition,weather_condition,delivery_time_actual,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,preferred_cuisine,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,predicted_delivery_mode,traffic_avoidance
061f1aH,10,PastrySmoothie,2024-03-21,2024-03-21,14.7,40.19,Car,Low,Sunny,0.0,6.2,Route_1,84c1c495-de71-49fa-8a89-17ac9051ae33,32,Female,City_4,20,4,Italian,Monthly,No,Warm,5,3,Poor,3,False,False,Car-only,0.19513305513816304,Car,No
c4b763Q,100,Whole cake,2024-10-29,2024-10-29,4.7,40.09,Walk,High,Sunny,0.0,12.14,Route_5,5f3104c4-a793-4cc4-a37e-6e07275703ed,52,Male,City_7,7,4,American,Monthly,No,Hot,3,3,Poor,5,False,True,Car-only,0.823981884529367,Car,Yes
5ffbcfO,32,PastrySmoothie,2024-07-27,2024-07-27,7.87,40.75,Walk,Low,Snowy,0.0,-4.37,Route_2,f5502953-1f11-4482-8425-8170709e9c4f,46,Female,City_7,30,2,Asian,Weekly,No,Hot,4,4,Good,5,True,True,Mixed,0.12357454522015221,Bike,No
1d5782C,59,Chicken pie,2024-06-03,2024-06-03,11.15,45.21,Car,High,Snowy,0.0,17.64,Route_5,cfefdc7f-e4fd-4260-a135-14657709c78f,48,Male,City_4,22,4,Italian,Weekly,Yes,Hot,1,2,Poor,2,False,True,Car-only,0.4970896588633903,Car,No
8e2fbdN,85,Fried chicken,2024-01-17,2024-01-17,12.03,12.3,Car,Low,Rainy,0.0,-2.81,Route_5,ca8ad156-669e-4fac-8fe2-bbd887000f13,21,Other,City_7,16,3,Mexican,Weekly,No,Warm,5,1,Poor,4,True,False,Bike-friendly,0.3040915317080475,Car,No
90b911T,34,Briyani rice,2024-06-02,2024-06-02,2.98,8.7,Car,High,Snowy,0.0,-2.67,Route_3,8da47b3c-afa2-45e4-ad4d-c38b0cd95f7e,59,Other,City_4,1,4,Mexican,Monthly,No,Hot,1,5,Fair,4,False,True,Bike-friendly,0.003103063884756674,Car,No
30801eJ,63,Cookie,2024-11-04,2024-11-04,13.4,25.7,Bike,High,Rainy,0.0,3.23,Route_5,48363ec8-7e5f-4605-b322-33fc14d8c7a1,23,Female,City_2,10,1,Asian,Monthly,Yes,Hot,2,2,Poor,1,False,False,Car-only,0.327402133416569,Car,No
9eff64T,25,Dumplings,2024-07-11,2024-07-11,3.67,5.58,Bike,High,Rainy,0.0,8.48,Route_5,96147956-1ae8-4dd6-92ac-8a491827e3ba,26,Male,City_3,26,4,Mediterranean,Monthly,No,Hot,4,5,Good,2,False,False,Bike-friendly,0.571187664676028,Car,No
d9965aS,19,Shawarma,2024-11-19,2024-11-19,11.29,30.28,Walk,High,Sunny,0.0,14.17,Route_3,9820e793-9f3d-41d9-81f4-6443d932bc0f,43,Male,City_10,10,5,Italian,Monthly,No,Warm,2,2,Fair,1,True,False,Mixed,0.4964071211968346,Car,No
12a9c4W,68,Beef pie,2024-05-13,2024-05-13,4.48,5.23,Car,Low,Sunny,0.0,5.54,Route_4,97e69ab3-39ec-4c00-80e7-a1eee864d8de,34,Other,City_1,32,3,Asian,Monthly,Yes,Hot,1,4,Good,1,False,False,Mixed,0.06393451114485793,Car,No
7014b8Z,55,Sushi,2024-06-06,2024-06-06,9.93,19.23,Bike,High,Rainy,0.0,19.64,Route_1,bc5b9c89-94f6-4b38-8b78-95dc0b534628,48,Other,City_2,38,1,Mediterranean,Monthly,No,Cold,5,2,Fair,5,True,True,Mixed,0.4789615746423094,Car,No
df7676A,54,Pizza,2024-06-24,2024-06-24,4.24,45.31,Walk,High,Sunny,0.0,2.11,Route_5,662b477c-2e98-426b-94d6-98a192068419,60,Female,City_10,29,2,American,Weekly,Yes,Hot,1,3,Fair,4,False,True,Mixed,0.24118477797491877,Car,No
729f54P,2,Burritos,2024-12-05,2024-12-05,5.82,36.64,Car,Low,Rainy,0.0,-2.4,Route_5,ecc5d181-dec9-48a4-8ae2-15fcc9c5da60,53,Male,City_6,10,2,Mediterranean,Monthly,Yes,Warm,1,3,Good,4,True,True,Car-only,0.8397322231942554,Bike,Yes
c69304Y,10,Chicken rice,2024-06-27,2024-06-27,12.49,26.32,Car,Low,Rainy,0.0,8.77,Route_3,c2359614-d537-45c8-9ea4-4e13e3bbe53e,20,Other,City_10,48,3,Mediterranean,Weekly,Yes,Cold,1,3,Fair,2,False,True,Mixed,0.6952173999943464,Bike,No
f6ae79C,13,Cup cake,2024-01-10,2024-01-10,10.88,20.47,Car,High,Snowy,0.0,-0.79,Route_4,91c1c0e7-0100-4a11-af0f-bce2151ba927,59,Other,City_4,12,2,Asian,Monthly,No,Warm,5,3,Poor,3,True,True,Mixed,0.49801821594682627,Car,No
012f5cN,12,Chicken wings,2024-09-03,2024-09-03,13.2,21.17,Walk,High,Sunny,0.0,18.67,Route_5,0dfe918c-66dc-4fba-a583-38c3ac45d744,60,Other,City_2,21,2,American,Weekly,Yes,Warm,2,4,Good,3,False,False,Car-only,0.659612922729503,Car,No
ac4313C,40,Shawarma,2024-03-26,2024-03-26,9.68,8.52,Bike,Low,Rainy,0.0,2.83,Route_1,f135ce42-0834-4e4c-bd1a-bd231e7b294a,27,Male,City_8,10,5,American,Weekly,Yes,Warm,2,5,Fair,5,True,False,Mixed,0.8088959816427059,Bike,Yes
e4f0c0S,45,Shawarma,2024-04-08,2024-04-08,12.87,15.33,Car,High,Snowy,0.0,10.72,Route_5,0f8efe4a-b421-45b2-aacc-00ba745678f3,46,Male,City_10,3,3,Asian,Weekly,Yes,Warm,2,2,Fair,3,True,False,Car-only,0.9091199956572331,Car,Yes
d549f1F,59,Taccos,2024-08-05,2024-08-05,6.23,36.23,Bike,Low,Rainy,0.0,6.04,Route_5,3c758b32-f8f9-4516-aa30-0e4faf63e67b,19,Female,City_1,18,1,Mexican,Monthly,No,Cold,4,5,Fair,4,False,False,Bike-friendly,0.12230586956037992,Bike,No
2e942bQ,67,Fried chicken,2024-11-12,2024-11-12,5.05,29.65,Bike,High,Rainy,0.0,1.56,Route_3,6d76476e-8c38-4c85-aa1b-3166a288d87a,49,Male,City_10,13,2,American,Weekly,Yes,Cold,4,1,Fair,4,True,True,Mixed,0.23795848311074885,Car,No
8f7897C,28,Pizza,2024-04-27,2024-04-27,14.26,21.52,Car,Medium,Sunny,0.0,-2.13,Route_1,c4eb53a2-0233-4eec-8abd-782bb5c2c6ef,18,Male,City_4,39,5,Italian,Weekly,No,Warm,5,5,Good,3,True,True,Mixed,0.22367180183884494,Bike,No
2b22c1C,26,Shawarma,2024-12-11,2024-12-11,7.62,29.19,Bike,Medium,Sunny,0.0,-6.58,Route_4,1f6c90af-7fab-4852-ba33-5735363f4b70,19,Other,City_8,7,1,American,Weekly,No,Cold,4,3,Poor,4,False,True,Car-only,0.8118775117231263,Car,Yes
d965f4D,43,Soup,2024-10-18,2024-10-18,13.59,38.85,Car,High,Snowy,0.0,0.13,Route_1,e901f6a7-dd70-4eb4-9101-9f4de77fd699,36,Other,City_6,43,5,Mediterranean,Monthly,Yes,Cold,1,4,Poor,2,False,False,Car-only,0.15093724670259423,Car,No
5bc250V,65,Soup,2024-09-20,2024-09-20,5.04,34.79,Car,Medium,Rainy,0.0,4.22,Route_2,dbcb98ac-9129-4582-ad82-caf3186ec1c9,24,Male,City_8,45,4,Italian,Weekly,No,Cold,3,5,Good,3,True,True,Bike-friendly,0.17882335092609736,Bike,No
d1d1baJ,99,Taccos,2024-02-10,2024-02-10,9.18,20.99,Bike,High,Sunny,0.0,-3.09,Route_1,cd280c46-b6d2-41c9-bf9c-73396d18339b,38,Female,City_7,4,3,Asian,Monthly,No,Hot,4,3,Poor,2,True,False,Mixed,0.1892925938075074,Car,No
aa16a6U,14,Chicken rice,2024-09-03,2024-09-03,4.13,13.09,Walk,Medium,Sunny,0.0,-4.03,Route_4,e9684373-2c1a-431f-b163-d4265cb60ede,51,Female,City_7,47,5,Italian,Monthly,No,Cold,2,3,Fair,3,False,True,Mixed,0.21217420965314016,Bike,No
2cc19bN,47,Whole cake,2024-03-09,2024-03-09,13.14,23.31,Car,Low,Snowy,0.0,-0.81,Route_3,9a531f9c-327a-4ae4-a594-b71357b525ee,49,Other,City_3,18,3,Italian,Monthly,No,Hot,5,5,Fair,4,True,True,Mixed,0.596138717340201,Bike,No
8e14afT,54,Chicken rice,2024-11-25,2024-11-25,9.02,6.76,Bike,High,Sunny,0.0,-3.33,Route_2,8a1c0b6c-0d89-476e-adc3-fdad61d6afe5,52,Female,City_9,12,5,Asian,Monthly,Yes,Hot,3,1,Good,5,False,False,Mixed,0.9066087670852208,Car,Yes
462b84X,28,Chicken rice,2024-06-02,2024-06-02,8.43,31.93,Walk,Low,Sunny,0.0,16.88,Route_5,6a36198c-ca6b-46be-a96f-4e3d0cb7bc13,54,Female,City_6,14,5,Italian,Monthly,Yes,Warm,5,2,Good,1,False,True,Bike-friendly,0.9993906807274145,Car,Yes
1a63c5I,76,Whole cake,2024-03-31,2024-03-31,13.28,48.36,Walk,Low,Rainy,0.0,16.59,Route_2,9806b0e7-40da-4714-8ebb-76a33b0f14fe,19,Other,City_7,23,1,Mexican,Weekly,Yes,Cold,1,5,Fair,4,False,False,Bike-friendly,0.2858331805809613,Bike,No
5406b2K,84,Briyani rice,2024-10-10,2024-10-10,14.36,30.18,Bike,Low,Sunny,0.0,15.82,Route_4,01a29f41-5574-4623-9eca-914eda954abb,41,Female,City_2,25,3,Mediterranean,Monthly,Yes,Warm,2,3,Good,1,False,False,Car-only,0.9669641072627461,Car,Yes
c4329aN,70,Cookie,2024-03-01,2024-03-01,6.03,14.64,Walk,Low,Snowy,0.0,7.49,Route_3,9029c014-eb3e-4277-943a-16aa2bb53308,32,Male,City_5,43,4,American,Monthly,No,Hot,4,4,Good,2,False,False,Bike-friendly,0.6097585384161914,Car,No
8322b2W,77,Taccos,2024-09-08,2024-09-08,10.01,30.73,Bike,Medium,Snowy,0.0,8.29,Route_2,201a8426-f1a4-4a21-9c78-c20e98003a9e,39,Male,City_1,27,5,Mediterranean,Monthly,No,Hot,4,2,Good,4,False,True,Mixed,0.03978285342670307,Car,No
c21639X,95,Burger,2024-01-23,2024-01-23,10.62,40.83,Walk,High,Sunny,0.0,-6.13,Route_3,56b580d1-e962-48f1-8fb7-5775b84f163f,56,Male,City_5,14,5,Asian,Weekly,No,Warm,1,3,Good,2,False,True,Car-only,0.1730161184102189,Car,No
0f9faeK,1,Briyani rice,2024-11-23,2024-11-23,12.42,16.77,Walk,Medium,Snowy,0.0,-3.65,Route_5,757bc226-5283-4c36-9e41-61cd659eecb1,55,Other,City_2,29,2,American,Weekly,Yes,Hot,2,2,Good,5,False,False,Mixed,0.46925262947320256,Bike,No
49b001X,48,Soup,2024-11-17,2024-11-17,5.02,41.58,Bike,Low,Sunny,0.0,-5.89,Route_5,53809243-6563-4aa3-9b85-8fbb91905259,45,Male,City_7,43,2,Mexican,Weekly,Yes,Hot,2,3,Fair,2,False,False,Car-only,0.7093527044955408,Car,No
44176bM,76,Whole cake,2024-12-03,2024-12-03,5.46,5.65,Bike,High,Rainy,0.0,2.22,Route_3,468db58a-7f8e-4604-b28b-ffbff0e7d3cf,57,Male,City_5,22,3,American,Monthly,No,Warm,3,4,Poor,2,True,False,Bike-friendly,0.3963539131954611,Car,No
8bdaf8T,46,Salad,2024-12-12,2024-12-12,12.91,22.53,Car,Medium,Snowy,0.0,19.3,Route_5,bd87f5b1-00fe-4e68-9406-00a5239295a0,37,Other,City_9,7,5,Mexican,Monthly,Yes,Warm,3,1,Good,2,False,False,Bike-friendly,0.44592956507549864,Bike,No
21cda2X,85,Chicken rice,2024-08-04,2024-08-04,9.64,20.98,Bike,Medium,Rainy,0.0,13.08,Route_5,97f79979-26b7-4e12-a1b9-c87deb0da8fc,20,Male,City_10,23,5,Italian,Monthly,Yes,Cold,4,1,Fair,2,True,True,Mixed,0.3806683231730196,Bike,No
721319K,84,Shawarma,2024-01-05,2024-01-05,3.54,39.6,Bike,High,Sunny,0.0,-8.6,Route_5,4aeb1a21-f5bf-4e72-9b91-644406d2f975,55,Female,City_6,11,5,Asian,Weekly,No,Hot,2,4,Fair,1,False,True,Car-only,0.48159681860950143,Car,No
1deb3cU,44,Chicken wings,2024-12-07,2024-12-07,9.34,39.19,Bike,Low,Snowy,0.0,-5.22,Route_2,bc70c7d1-14cd-4848-983c-a27da6bdc6bf,27,Male,City_10,37,1,Asian,Weekly,No,Cold,3,5,Poor,2,True,True,Mixed,0.021965753556784873,Bike,No
068a55Z,60,Pasta,2024-06-13,2024-06-13,10.93,18.49,Bike,Low,Sunny,0.0,13.99,Route_3,27adc06f-1db7-4d23-8737-93686b3138a1,38,Other,City_6,41,5,Mediterranean,Monthly,Yes,Hot,1,5,Poor,5,False,True,Bike-friendly,0.534363729727086,Bike,No
199abbS,22,Burger,2024-11-14,2024-11-14,8.95,27.0,Car,High,Sunny,0.0,3.01,Route_4,1ffce46f-cb9c-4e3f-9e42-623c55103e2f,33,Female,City_5,40,5,Mediterranean,Weekly,Yes,Hot,5,5,Fair,2,False,True,Mixed,0.8011856125663707,Car,Yes
8075faW,31,Shawarma,2024-07-31,2024-07-31,7.17,12.86,Bike,Medium,Sunny,0.0,4.17,Route_1,dd423320-f63f-4f10-b99b-a3a5491ab3c6,32,Other,City_10,44,3,Mexican,Monthly,No,Warm,5,2,Good,4,True,False,Bike-friendly,0.49428191987355774,Car,No
0ae241X,39,Fried chicken,2024-03-13,2024-03-13,12.42,44.37,Bike,Low,Sunny,0.0,6.98,Route_2,f873f836-1489-41a0-a755-9c48a8bffb7f,58,Female,City_1,39,2,Mexican,Weekly,No,Hot,3,5,Fair,1,True,True,Mixed,0.4189394264886829,Bike,No
f9ec7cI,56,Fried chicken,2024-07-24,2024-07-24,13.04,34.06,Bike,High,Rainy,0.0,9.55,Route_4,261a29e3-178b-41fa-8dc9-35cbae5570a3,51,Female,City_3,15,4,Italian,Monthly,No,Warm,3,3,Poor,2,False,False,Car-only,0.0893929164538001,Car,No
e4f631F,30,Soup,2024-03-27,2024-03-27,4.3,23.35,Bike,Low,Sunny,0.0,2.24,Route_1,9fc077ef-db75-4d42-ac91-2f5321f8c2db,36,Female,City_6,33,3,Mediterranean,Monthly,No,Cold,5,3,Fair,1,True,True,Mixed,0.8097709362687806,Bike,Yes
ea66a9H,68,Beef pie,2024-02-11,2024-02-11,8.58,36.84,Car,High,Rainy,0.0,16.34,Route_3,70189772-7634-40b5-9c5a-a5124d478d3e,59,Other,City_10,24,1,Asian,Monthly,Yes,Cold,5,5,Fair,1,True,True,Bike-friendly,0.9223429410064194,Car,Yes
0d3a8fS,66,Pizza,2024-03-04,2024-03-04,8.86,45.19,Car,High,Rainy,0.0,4.39,Route_1,faa9e9f4-d735-4f20-b288-27f679f073b9,57,Other,City_3,38,5,Mexican,Weekly,Yes,Cold,5,4,Good,5,True,True,Bike-friendly,0.331099514878042,Car,No
cc0b30M,51,Soup,2024-07-01,2024-07-01,6.38,47.55,Bike,Medium,Rainy,0.0,0.37,Route_3,672e0078-440c-4c75-aa53-9a495939e271,35,Female,City_9,5,5,Italian,Monthly,Yes,Hot,5,5,Poor,4,True,True,Car-only,0.7217312252514807,Bike,No
b440f3J,82,Pasta,2024-05-01,2024-05-01,3.96,25.72,Walk,High,Sunny,0.0,-0.42,Route_5,3c96f8da-4edf-400e-9cd9-fb4014e13155,47,Male,City_2,36,2,Mexican,Monthly,No,Cold,2,5,Poor,4,False,False,Car-only,0.6810096146722177,Car,No
f61063B,61,Burger,2024-08-21,2024-08-21,9.76,16.46,Walk,High,Snowy,0.0,-8.06,Route_5,66b4c431-fdd4-4931-903c-4d0e6559e970,49,Female,City_3,30,3,Asian,Monthly,Yes,Cold,1,1,Fair,4,False,False,Bike-friendly,0.02506138734950769,Car,No
cff28eM,2,Cup cake,2024-11-18,2024-11-18,4.86,23.64,Bike,High,Rainy,0.0,7.92,Route_2,dbcae47a-724f-48c8-9647-062ff43242bc,59,Female,City_3,27,4,Italian,Weekly,No,Cold,1,4,Fair,5,False,True,Bike-friendly,0.5315964714644017,Car,No
01bb82W,97,Taccos,2024-01-04,2024-01-04,6.3,28.4,Car,Low,Sunny,0.0,9.03,Route_5,1d9613f3-2499-4f0b-b81b-591264d8e131,19,Other,City_1,24,5,American,Monthly,No,Hot,4,1,Poor,3,False,True,Bike-friendly,0.5187784139065239,Bike,No
383078Y,20,Fried chicken,2024-06-22,2024-06-22,3.04,23.99,Bike,Medium,Sunny,0.0,9.2,Route_3,9ec2bc99-c7b1-4eb6-a836-d6ac0c12f529,31,Other,City_6,14,1,Mexican,Monthly,No,Hot,3,1,Poor,2,True,False,Bike-friendly,0.7170332614723387,Bike,No
20708aW,26,Whole cake,2024-11-27,2024-11-27,3.03,40.27,Car,High,Rainy,0.0,17.15,Route_3,0c9aba33-0cd1-4516-8c6b-acd369545156,38,Female,City_5,41,4,Italian,Monthly,No,Hot,2,3,Fair,5,False,False,Mixed,0.5996106249930555,Car,No
82e338K,21,Chicken pie,2024-06-14,2024-06-14,13.21,19.13,Bike,Medium,Sunny,0.0,-6.09,Route_2,89a645e8-908c-4ac5-9535-08943414ba6d,20,Female,City_3,19,5,Italian,Weekly,No,Hot,1,1,Poor,5,False,True,Mixed,0.5881975035940245,Bike,No
da7a1aD,30,Pasta,2024-04-14,2024-04-14,3.67,6.87,Bike,Medium,Sunny,0.0,7.1,Route_2,93ebc608-3875-4ded-b96e-12d37fb42638,46,Male,City_10,10,5,Italian,Monthly,Yes,Cold,2,2,Fair,2,False,False,Bike-friendly,0.4875072264441386,Bike,No
2323d6M,31,Dumplings,2024-04-22,2024-04-22,7.19,30.74,Bike,Medium,Sunny,0.0,-8.62,Route_1,8f9351f7-de1e-40a9-a982-faffa6b6e7c2,21,Female,City_5,30,5,Mexican,Weekly,Yes,Hot,1,3,Fair,2,True,True,Mixed,0.3447965331056385,Bike,No
f15cbcL,43,Whole cake,2024-06-18,2024-06-18,9.64,45.26,Bike,High,Snowy,0.0,0.06,Route_2,fa1547d8-1de0-46eb-9d3d-f0e75cb045c7,53,Other,City_10,3,4,Mediterranean,Weekly,Yes,Cold,1,5,Fair,4,True,False,Car-only,0.31216813307143676,Car,No
849275O,68,Pasta,2024-02-25,2024-02-25,6.94,49.49,Car,Low,Snowy,0.0,3.83,Route_2,987f21f4-1f24-4966-b754-75900bc52936,44,Female,City_7,47,1,Italian,Monthly,Yes,Warm,5,5,Fair,2,False,False,Bike-friendly,0.5366086830638523,Car,No
1e6eaeV,74,Sushi,2024-08-07,2024-08-07,10.63,30.73,Walk,High,Sunny,0.0,19.63,Route_5,e7c7ec91-7e7b-4b36-b8ed-3cbe15ca0869,57,Other,City_1,26,5,Mediterranean,Weekly,Yes,Hot,4,5,Fair,3,True,False,Bike-friendly,0.5428719433923566,Car,No
368a1fP,64,Cookie,2024-08-01,2024-08-01,12.43,38.77,Bike,High,Rainy,0.0,18.33,Route_5,266aa9d5-c820-45aa-8e80-7f71f0ac2d69,28,Female,City_2,42,1,Italian,Weekly,Yes,Cold,5,3,Fair,2,True,True,Mixed,0.14559803212591316,Car,No
f3abd8N,16,Taccos,2024-10-04,2024-10-04,14.67,17.48,Walk,Medium,Snowy,0.0,6.33,Route_4,94fc07ca-5b23-42d4-b890-4231fcf86c88,29,Female,City_5,24,4,Italian,Weekly,No,Cold,1,1,Fair,4,False,True,Bike-friendly,0.528295872086259,Bike,No
d735c0A,13,Chicken rice,2024-08-31,2024-08-31,13.28,17.44,Bike,Medium,Sunny,0.0,18.8,Route_5,74ebe09b-3f0d-4162-9616-aa2208864969,31,Male,City_9,33,2,Asian,Weekly,Yes,Warm,2,3,Poor,4,False,False,Mixed,0.9537121484237531,Bike,Yes
a40809X,4,Fried chicken,2024-05-16,2024-05-16,7.44,24.03,Car,High,Rainy,0.0,-5.9,Route_5,a612a3b6-05e7-4838-bb82-9a42a56bac8a,21,Male,City_3,10,5,American,Monthly,Yes,Warm,3,5,Good,3,True,True,Car-only,0.5130576767532368,Car,No
ff7166O,65,CoffeeBoba tea,2024-04-08,2024-04-08,7.91,28.11,Car,Medium,Sunny,0.0,-7.22,Route_2,0d9fb791-f641-48dc-8d98-c3e19d8a7b1f,29,Other,City_6,37,2,Mexican,Weekly,Yes,Hot,5,5,Good,4,False,False,Bike-friendly,0.14810999725660523,Bike,No
f321d1D,82,Soup,2024-02-23,2024-02-23,4.3,29.12,Car,High,Rainy,0.0,10.83,Route_5,eaefc270-6653-4b0f-b499-ca530ac736ed,52,Male,City_8,43,4,American,Monthly,Yes,Cold,4,1,Fair,4,False,False,Bike-friendly,0.9057384442984564,Car,Yes
c77251F,71,Pasta,2024-01-13,2024-01-13,12.0,23.09,Walk,Low,Rainy,0.0,0.99,Route_4,4becad23-7b01-4c03-9e3a-de16dc5f834e,56,Male,City_8,35,1,Asian,Monthly,Yes,Hot,4,1,Poor,2,True,True,Car-only,0.8394667665301795,Bike,Yes
89bc72X,64,Salad,2024-02-25,2024-02-25,4.72,46.99,Car,Medium,Rainy,0.0,3.14,Route_1,30e30396-fbd8-48e4-ae4e-a962ee9263e8,27,Female,City_2,48,2,Mexican,Monthly,No,Warm,1,3,Good,1,True,False,Car-only,0.8430871689361855,Car,Yes
da4838R,97,Pasta,2024-09-30,2024-09-30,3.19,18.97,Bike,Medium,Snowy,0.0,6.48,Route_5,0aeb091c-784a-4a29-b178-33d21eb204ae,20,Other,City_3,24,2,Mexican,Weekly,Yes,Warm,2,2,Poor,2,False,True,Mixed,0.4358161869641094,Car,No
db34fcQ,99,Whole cake,2024-04-10,2024-04-10,7.55,35.46,Walk,High,Rainy,0.0,17.94,Route_2,e2da290a-3c2b-4c9e-bad3-e00d699e654d,60,Other,City_7,32,5,American,Weekly,Yes,Warm,4,1,Poor,1,True,False,Bike-friendly,0.6904513536260416,Car,No
773b3eA,19,Burritos,2024-09-10,2024-09-10,5.36,43.03,Walk,High,Rainy,0.0,-7.14,Route_4,386feba4-0d47-4196-a52c-72ff6c09f516,57,Female,City_4,9,1,Italian,Monthly,No,Cold,4,1,Good,5,False,False,Car-only,0.13980198102089325,Car,No
2101f9U,92,Pasta,2024-09-29,2024-09-29,10.42,27.06,Car,Medium,Sunny,0.0,12.78,Route_3,68307e26-247c-472b-bcd0-1e9629b70c1c,35,Other,City_4,22,1,American,Monthly,Yes,Hot,2,5,Fair,3,True,False,Bike-friendly,0.8495170800766547,Car,Yes
463698F,22,Cookie,2024-08-28,2024-08-28,2.38,45.92,Walk,High,Rainy,0.0,2.41,Route_4,95938011-9870-42af-8085-da84caf523a2,24,Male,City_2,24,5,American,Monthly,No,Cold,1,1,Fair,5,False,True,Car-only,0.8767034411959602,Car,Yes
b4ec4bK,36,Burger,2024-08-16,2024-08-16,2.72,16.69,Walk,Medium,Snowy,0.0,1.86,Route_1,1215c1fb-15f9-4e37-b1d3-083c3d165d2a,28,Female,City_8,47,3,Mediterranean,Monthly,Yes,Warm,2,4,Fair,4,False,True,Car-only,0.41266729564038274,Car,No
04f16aO,36,Pasta,2024-08-27,2024-08-27,7.16,45.48,Bike,Medium,Rainy,0.0,6.12,Route_1,f38bcd52-e047-4306-a1e4-7ceb715f00b7,53,Other,City_10,44,5,Mediterranean,Weekly,Yes,Cold,1,3,Good,2,False,False,Mixed,0.6254013520099199,Bike,No
bfd6eaV,16,CoffeeBoba tea,2024-07-04,2024-07-04,7.36,38.47,Walk,Low,Sunny,0.0,9.48,Route_1,a7189aa1-c370-47a9-8166-5c604dbbb53a,46,Female,City_10,46,4,Asian,Weekly,No,Hot,5,5,Good,2,True,True,Car-only,0.4576669845569524,Bike,No
31dba4J,35,Sushi,2024-04-14,2024-04-14,8.62,10.92,Car,High,Sunny,0.0,17.06,Route_5,e0475ae1-25f9-4ee3-81d2-f0116017d06f,57,Male,City_6,46,4,Mexican,Monthly,No,Warm,4,4,Fair,3,True,False,Mixed,0.13892158232997598,Car,No
a6193aE,87,Pasta,2024-06-09,2024-06-09,5.2,34.27,Walk,Low,Rainy,0.0,-1.67,Route_2,e6daeccf-0d3a-4888-bdda-96af453e4ceb,22,Other,City_7,45,2,Asian,Weekly,Yes,Hot,4,1,Fair,3,False,False,Bike-friendly,0.3968081222440484,Bike,No
545b82H,75,Chicken rice,2024-10-07,2024-10-07,5.96,28.37,Car,Low,Rainy,0.0,18.15,Route_4,2c71cb15-8ca9-4034-8db6-5aa45c309dc4,59,Female,City_8,30,2,Mediterranean,Monthly,No,Warm,3,4,Fair,3,True,True,Car-only,0.4331102619246663,Bike,No
3426d4W,1,Cookie,2024-06-27,2024-06-27,6.31,36.91,Bike,Low,Sunny,0.0,0.37,Route_2,e2c19eb5-b06f-4cbc-b8ff-4228dce70416,50,Female,City_1,16,1,Italian,Monthly,No,Cold,1,5,Fair,3,False,True,Car-only,0.6658003194838473,Car,No
c7bb86U,35,Whole cake,2024-10-31,2024-10-31,7.04,29.5,Bike,High,Sunny,0.0,-2.33,Route_4,1a18dd74-7310-4ec8-bf02-3f36b55ec6f5,27,Male,City_7,23,1,Mexican,Weekly,Yes,Hot,1,4,Poor,4,False,False,Bike-friendly,0.660682626979766,Car,No
8dc6f1S,60,Cup cake,2024-01-17,2024-01-17,3.15,37.24,Bike,Medium,Snowy,0.0,-0.01,Route_1,51a47a5e-4054-46d8-bc4a-3223db20a770,23,Female,City_10,16,3,American,Monthly,No,Warm,1,3,Fair,1,False,True,Car-only,0.935607269563416,Car,Yes
b67697L,69,Beef pie,2024-03-09,2024-03-09,11.25,21.01,Walk,Low,Sunny,0.0,11.94,Route_1,4ac7051c-a11f-4eac-b035-8e8dcdf7fbe9,55,Female,City_8,26,3,Italian,Monthly,No,Cold,4,1,Poor,5,True,False,Car-only,0.8136228812750801,Car,Yes
9ed955H,61,Sushi,2024-04-01,2024-04-01,5.1,22.79,Bike,Low,Sunny,0.0,-6.25,Route_4,4e471843-76a5-4ee1-9a72-277c8934a0ff,25,Female,City_2,35,2,Mexican,Weekly,No,Cold,5,1,Fair,3,True,False,Mixed,0.7112237119480224,Car,No
e1e247E,88,Shawarma,2024-10-27,2024-10-27,5.35,16.33,Bike,Low,Sunny,0.0,9.75,Route_2,72eda92a-eebd-4a60-aa61-d2c2b59c3af7,40,Male,City_8,4,3,Mexican,Weekly,No,Warm,4,3,Good,1,False,False,Car-only,0.4298206172582013,Car,No
eed8a1N,70,Chicken rice,2024-07-14,2024-07-14,3.85,11.43,Bike,Medium,Snowy,0.0,15.86,Route_3,189d4702-416f-4fd7-900c-6440b60ea5b8,29,Female,City_5,33,5,American,Monthly,No,Warm,2,4,Poor,2,True,False,Car-only,0.14395285561566273,Car,No
913411O,1,Pasta,2024-07-03,2024-07-03,8.38,36.91,Car,Medium,Snowy,0.0,-6.26,Route_3,9d336ecb-6095-40f1-8fde-448ddbb74888,29,Other,City_6,17,4,Mediterranean,Monthly,No,Cold,5,1,Poor,2,True,True,Mixed,0.09903909892640639,Bike,No
2320a0R,29,Chicken rice,2024-02-17,2024-02-17,3.78,7.79,Car,Medium,Rainy,0.0,13.57,Route_2,2204874b-de5e-42aa-82cc-683016d468d1,56,Other,City_9,49,4,Mexican,Monthly,Yes,Cold,2,1,Poor,3,False,True,Bike-friendly,0.30953893639994845,Car,No
